# Funcio sin(x^2)
#  x          sin(x^2)
1.349634e+01 -6.116460e-02
1.351225e+01 3.603586e-01
1.352817e+01 7.166688e-01
1.354409e+01 9.424495e-01
1.356000e+01 9.959112e-01
1.357592e+01 8.666528e-01
1.359183e+01 5.778286e-01
1.360775e+01 1.821483e-01
1.362366e+01 -2.476273e-01
1.363958e+01 -6.320056e-01
1.365549e+01 -8.994691e-01
1.367141e+01 -9.998500e-01
1.368733e+01 -9.138597e-01
1.370324e+01 -6.569426e-01
1.371916e+01 -2.766586e-01
1.373507e+01 1.559927e-01
1.375099e+01 5.597520e-01
1.376690e+01 8.583512e-01
1.378282e+01 9.949760e-01
1.379873e+01 9.431899e-01
1.381465e+01 7.121972e-01
1.383056e+01 3.453728e-01
1.384648e+01 -8.774489e-02
1.386240e+01 -5.045480e-01
1.387831e+01 -8.250922e-01
1.389423e+01 -9.874782e-01
1.391014e+01 -9.599135e-01
1.392606e+01 -7.470853e-01
1.394197e+01 -3.895408e-01
1.395789e+01 4.389301e-02
1.397380e+01 4.692611e-01
1.398972e+01 8.037117e-01
1.400563e+01 9.816762e-01
1.402155e+01 9.678303e-01
1.403747e+01 7.642554e-01
1.405338e+01 4.103212e-01
1.406930e+01 -2.477750e-02
1.408521e+01 -4.554459e-01
1.410113e+01 -7.964928e-01
1.411704e+01 -9.800233e-01
1.413296e+01 -9.690619e-01
1.414887e+01 -7.651549e-01
1.416479e+01 -4.083593e-01
1.418071e+01 3.047193e-02
1.419662e+01 4.636549e-01
1.421254e+01 8.041604e-01
1.422845e+01 9.831412e-01
1.424437e+01 9.639636e-01
1.426028e+01 7.498624e-01
1.427620e+01 3.835912e-01
1.429211e+01 -6.095913e-02
1.430803e+01 -4.935635e-01
1.432394e+01 -8.259439e-01
1.433986e+01 -9.898323e-01
1.435578e+01 -9.511113e-01
1.437169e+01 -7.170791e-01
1.438761e+01 -3.352628e-01
1.440352e+01 1.160787e-01
1.441944e+01 5.438957e-01
1.443535e+01 8.595103e-01
1.445127e+01 9.970569e-01
1.446718e+01 9.273567e-01
1.448310e+01 6.642779e-01
1.449902e+01 2.621628e-01
1.451493e+01 -1.952463e-01
1.453085e+01 -6.121578e-01
1.454676e+01 -9.007838e-01
1.456268e+01 -9.999011e-01
1.457859e+01 -8.879795e-01
1.459451e+01 -5.880360e-01
1.461042e+01 -1.630858e-01
1.462634e+01 2.969529e-01
1.464225e+01 6.942117e-01
1.465817e+01 9.437041e-01
1.467409e+01 9.916013e-01
1.469000e+01 8.270034e-01
1.470592e+01 4.846000e-01
1.472183e+01 3.753989e-02
1.473775e+01 -4.180658e-01
1.475366e+01 -7.837528e-01
1.476958e+01 -9.800201e-01
1.478549e+01 -9.637310e-01
1.480141e+01 -7.377670e-01
1.481733e+01 -3.507385e-01
1.483324e+01 1.133000e-01
1.484916e+01 5.529943e-01
1.486507e+01 8.718027e-01
1.488099e+01 9.992589e-01
1.489690e+01 9.066899e-01
1.491282e+01 6.138534e-01
1.492873e+01 1.849192e-01
1.494465e+01 -2.854347e-01
1.496056e+01 -6.928372e-01
1.497648e+01 -9.463927e-01
1.499240e+01 -9.890603e-01
1.500831e+01 -8.106539e-01
1.502423e+01 -4.504643e-01
1.504014e+01 1.120376e-02
1.505606e+01 4.708023e-01
1.507197e+01 8.247174e-01
1.508789e+01 9.926782e-01
1.510380e+01 9.360972e-01
1.511972e+01 6.671253e-01
1.513564e+01 2.462548e-01
1.515155e+01 -2.311128e-01
1.516747e+01 -6.561937e-01
1.518338e+01 -9.316080e-01
1.519930e+01 -9.937824e-01
1.521521e+01 -8.277934e-01
1.523113e+01 -4.711504e-01
1.524704e+01 -5.519377e-03
1.526296e+01 4.618345e-01
1.527887e+01 8.227036e-01
1.529479e+01 9.930401e-01
1.531071e+01 9.326701e-01
1.532662e+01 6.549656e-01
1.534254e+01 2.241028e-01
1.535845e+01 -2.595914e-01
1.537437e+01 -6.829014e-01
1.539028e+01 -9.462254e-01
1.540620e+01 -9.871145e-01
1.542211e+01 -7.952634e-01
1.543803e+01 -4.153135e-01
1.545394e+01 6.333118e-02
1.546986e+01 5.274032e-01
1.548578e+01 8.665339e-01
1.550169e+01 9.995679e-01
1.551761e+01 8.941408e-01
1.553352e+01 5.747632e-01
1.554944e+01 1.173431e-01
1.556535e+01 -3.686843e-01
1.558127e+01 -7.664573e-01
1.559718e+01 -9.798137e-01
1.561310e+01 -9.566688e-01
1.562902e+01 -7.019304e-01
1.564493e+01 -2.767054e-01
1.566085e+01 2.161632e-01
1.567676e+01 6.568523e-01
1.569268e+01 9.376814e-01
1.570859e+01 9.895251e-01
1.572451e+01 7.990153e-01
1.574042e+01 4.122078e-01
1.575634e+01 -7.633625e-02
1.577225e+01 -5.465206e-01
1.578817e+01 -8.821950e-01
1.580409e+01 -9.999217e-01
1.582000e+01 -8.698853e-01
1.583592e+01 -5.236675e-01
1.585183e+01 -4.680690e-02
1.586775e+01 4.421630e-01
1.588366e+01 8.211072e-01
1.589958e+01 9.948429e-01
